#string_protein_id	alias	source
4932.Q0010	4932.Q0010	Ensembl_STRING
4932.Q0010	KP263414	Ensembl_EMBL
4932.Q0010	L000004921	SGD_ID
4932.Q0010	ORF6	SGD_SYNONYM
4932.Q0010	ORF6	UniProt_GN_ORFNames
4932.Q0010	Q0010	Ensembl
4932.Q0010	Q0010	Ensembl_gene
4932.Q0010	Q0010	Ensembl_translation
4932.Q0010	Q0010	SGD_PRIMARY
4932.Q0010	Q0010	UniProt_GN_OrderedLocusNames
4932.Q0010	Q0010_YEAST	UniProt_ID
4932.Q0010	Q0010_mRNA	Ensembl_transcript
4932.Q0010	Q9ZZX9	Ensembl_UniProt
4932.Q0010	Q9ZZX9	UniProt_AC
4932.Q0010	S000007257	SGD_ID
4932.Q0010	S000007257	UniProt_DR_SGD
4932.Q0010	UPI0000098937	Ensembl_UniParc
4932.Q0017	4932.Q0017	Ensembl_STRING
4932.Q0017	KP263414	Ensembl_EMBL
4932.Q0017	L000004922	SGD_ID
4932.Q0017	ORF7	SGD_SYNONYM
4932.Q0017	ORF7	UniProt_GN_ORFNames
4932.Q0017	Q0017	Ensembl
4932.Q0017	Q0017	Ensembl_gene
4932.Q0017	Q0017	Ensembl_translation
4932.Q0017	Q0017	SGD_PRIMARY
4932.Q0017	Q0017	UniProt_GN_OrderedLocusNames
4932.Q0017	Q0017_YEAST	UniProt_ID
4932.Q0017	Q0017_mRNA	Ensembl_transcript
4932.Q0017	Q9ZZX8	Ensembl_UniProt
4932.Q0017	Q9ZZX8	UniProt_AC
4932.Q0017	S000007258	SGD_ID
4932.Q0017	S000007258	UniProt_DR_SGD
4932.Q0017	UPI000008F580	Ensembl_UniParc
4932.Q0032	4932.Q0032	Ensembl_STRING
4932.Q0032	KP263414	Ensembl_EMBL
4932.Q0032	L000004923	SGD_ID
4932.Q0032	ORF8	SGD_SYNONYM
4932.Q0032	ORF8	UniProt_GN_ORFNames
4932.Q0032	Q0032	Ensembl
4932.Q0032	Q0032	Ensembl_gene
4932.Q0032	Q0032	Ensembl_translation
4932.Q0032	Q0032	SGD_PRIMARY
4932.Q0032	Q0032	UniProt_GN_OrderedLocusNames
4932.Q0032	Q0032_YEAST	UniProt_ID
4932.Q0032	Q0032_mRNA	Ensembl_transcript
4932.Q0032	Q9ZZX7	Ensembl_UniProt
4932.Q0032	Q9ZZX7	UniProt_AC
4932.Q0032	S000007259	SGD_ID
4932.Q0032	S000007259	UniProt_DR_SGD
4932.Q0032	UPI0000094C48	Ensembl_UniParc
4932.Q0045	1.9.3.1	UniProt_DE_RecName_EC
4932.Q0045	4932.Q0045	Ensembl_STRING
4932.Q0045	6GIQ	UniProt_DR_PDB
4932.Q0045	6HU9	UniProt_DR_PDB
4932.Q0045	7.1.1.9	KEGG_EC
4932.Q0045	854598	KEGG_GENEID
4932.Q0045	854598	UniProt_DR_GeneID
4932.Q0045	A0A0A7NYF6	UniProt_AC
4932.Q0045	AIZ98881.1	Ensembl_protein_id
4932.Q0045	CAA24070.1	Ensembl_protein_id
4932.Q0045	CAA33036.1	Ensembl_protein_id
4932.Q0045	COX1	Ensembl_EntrezGene
4932.Q0045	COX1	KEGG_NAME
4932.Q0045	COX1	SGD_NAME
4932.Q0045	COX1	UniProt_GN_Name
4932.Q0045	COX1_YEAST	UniProt_ID
4932.Q0045	Cytochrome c oxidase polypeptide I	UniProt_DE_AltName_Full
4932.Q0045	Cytochrome c oxidase subunit 1	KEGG_PRODUCT
4932.Q0045	Cytochrome c oxidase subunit 1	UniProt_DE_RecName_Full
4932.Q0045	EC 7.1.1.9	KEGG_EC
4932.Q0045	L000000383	SGD_ID
4932.Q0045	L000001321	SGD_ID
4932.Q0045	L000004924	SGD_ID
4932.Q0045	NC_001224	Ensembl_RefSeq_short
4932.Q0045	NC_001224.1	Ensembl_RefSeq
4932.Q0045	NC_001224.1	UniProt_DR_RefSeq
4932.Q0045	NP_009305	Ensembl_RefSeq_short
4932.Q0045	NP_009305	KEGG_NCBI
4932.Q0045	NP_009305.1	Ensembl_RefSeq
4932.Q0045	NP_009305.1	UniProt_DR_RefSeq
4932.Q0045	OXI3	Ensembl_external_synonym_EntrezGene
4932.Q0045	OXI3	KEGG_NAME_SYNONYM
4932.Q0045	OXI3	SGD_SYNONYM
4932.Q0045	OXI3	UniProt_GN_Synonyms
4932.Q0045	P00401	Ensembl_UniProt
4932.Q0045	P00401	UniProt_AC
4932.Q0045	Q0045	Ensembl
4932.Q0045	Q0045	Ensembl_gene
4932.Q0045	Q0045	Ensembl_translation
4932.Q0045	Q0045	KEGG_KEGGID_SHORT
4932.Q0045	Q0045	SGD_PRIMARY
4932.Q0045	Q0045	UniProt_GN_OrderedLocusNames
4932.Q0045	Q0045_mRNA	Ensembl_transcript
4932.Q0045	Q9ZZX6	UniProt_AC
4932.Q0045	S000007260	SGD_ID
4932.Q0045	S000007260	UniProt_DR_SGD
4932.Q0045	UPI0000095A7E	Ensembl_UniParc
4932.Q0045	cytochrome c oxidase subunit 1	SGD_SYNONYM
4932.Q0045	sce:Q0045	KEGG_KEGGID
4932.Q0050	4932.Q0050	Ensembl_STRING
4932.Q0050	854593	Ensembl_EntrezGene
4932.Q0050	854593	KEGG_GENEID
4932.Q0050	854593	UniProt_DR_GeneID
4932.Q0050	A0A0A7NYG1	UniProt_AC
4932.Q0050	AAA67532.1	Ensembl_protein_id
4932.Q0050	AI1	KEGG_NAME
4932.Q0050	AI1	SGD_NAME
4932.Q0050	AI1	UniProt_GN_Name
4932.Q0050	AI1M_YEAST	UniProt_ID
4932.Q0050	AIZ98886.1	Ensembl_protein_id
4932.Q0050	CAA24071.1	Ensembl_protein_id
4932.Q0050	Intron-encoded reverse transcriptase aI1	KEGG_PRODUCT
4932.Q0050	L000000066	SGD_ID
4932.Q0050	L000004925	SGD_ID
4932.Q0050	NC_001224	Ensembl_RefSeq_short
4932.Q0050	NC_001224.1	Ensembl_RefSeq
4932.Q0050	NC_001224.1	UniProt_DR_RefSeq
4932.Q0050	NP_009310	Ensembl_RefSeq_short
4932.Q0050	NP_009310	KEGG_NCBI
4932.Q0050	NP_009310.1	Ensembl_RefSeq
4932.Q0050	NP_009310.1	UniProt_DR_RefSeq
4932.Q0050	P03875	Ensembl_UniProt
4932.Q0050	P03875	UniProt_AC
4932.Q0050	Putative COX1/OXI3 intron 1 protein	UniProt_DE_RecName_Full
4932.Q0050	Q0050	Ensembl
4932.Q0050	Q0050	Ensembl_gene
4932.Q0050	Q0050	Ensembl_translation
4932.Q0050	Q0050	KEGG_KEGGID_SHORT
4932.Q0050	Q0050	SGD_PRIMARY
4932.Q0050	Q0050	UniProt_GN_OrderedLocusNames
4932.Q0050	Q0050_mRNA	Ensembl_transcript
4932.Q0050	Q9ZZX5	UniProt_AC
4932.Q0050	S000007261	SGD_ID
4932.Q0050	S000007261	UniProt_DR_SGD
4932.Q0050	UPI0000097281	Ensembl_UniParc
4932.Q0050	intron-encoded reverse transcriptase aI1	SGD_SYNONYM
4932.Q0050	sce:Q0050	KEGG_KEGGID
4932.Q0055	4932.Q0055	Ensembl_STRING
4932.Q0055	854594	Ensembl_EntrezGene
4932.Q0055	854594	KEGG_GENEID
4932.Q0055	854594	UniProt_DR_GeneID
4932.Q0055	A0A0A7NYJ2	UniProt_AC
4932.Q0055	AI2	KEGG_NAME
4932.Q0055	AI2	SGD_NAME
4932.Q0055	AI2	UniProt_GN_Name
4932.Q0055	AI2M_YEAST	UniProt_ID
4932.Q0055	AIZ98885.1	Ensembl_protein_id
4932.Q0055	CAA24060.1	Ensembl_protein_id
4932.Q0055	Intron-encoded reverse transcriptase aI2	KEGG_PRODUCT
4932.Q0055	L000000067	SGD_ID
4932.Q0055	L000004926	SGD_ID
4932.Q0055	NC_001224	Ensembl_RefSeq_short
4932.Q0055	NC_001224.1	Ensembl_RefSeq
4932.Q0055	NC_001224.1	UniProt_DR_RefSeq
4932.Q0055	NP_009309	Ensembl_RefSeq_short
4932.Q0055	NP_009309	KEGG_NCBI
4932.Q0055	NP_009309.1	Ensembl_RefSeq
4932.Q0055	NP_009309.1	UniProt_DR_RefSeq
4932.Q0055	P03876	Ensembl_UniProt
4932.Q0055	P03876	UniProt_AC
4932.Q0055	Putative COX1/OXI3 intron 2 protein	UniProt_DE_RecName_Full
4932.Q0055	Q0055	Ensembl
4932.Q0055	Q0055	Ensembl_gene
4932.Q0055	Q0055	Ensembl_translation
4932.Q0055	Q0055	KEGG_KEGGID_SHORT
4932.Q0055	Q0055	SGD_PRIMARY
4932.Q0055	Q0055	UniProt_GN_OrderedLocusNames
4932.Q0055	Q0055_mRNA	Ensembl_transcript
4932.Q0055	Q9ZZX4	UniProt_AC
4932.Q0055	S000007262	SGD_ID
4932.Q0055	S000007262	UniProt_DR_SGD
4932.Q0055	UPI0000091E11	Ensembl_UniParc
4932.Q0055	intron-encoded reverse transcriptase aI2	SGD_SYNONYM
4932.Q0055	sce:Q0055	KEGG_KEGGID
4932.Q0060	3.1.-.-	UniProt_DE_RecName_EC
4932.Q0060	4932.Q0060	Ensembl_STRING
4932.Q0060	854595	Ensembl_EntrezGene
4932.Q0060	854595	KEGG_GENEID
4932.Q0060	854595	UniProt_DR_GeneID
4932.Q0060	A0A0A7P044	UniProt_AC
4932.Q0060	AI3	KEGG_NAME
4932.Q0060	AI3	SGD_NAME
4932.Q0060	AI3	UniProt_GN_Name
4932.Q0060	AIZ98884.1	Ensembl_protein_id
4932.Q0060	CAA24061.1	Ensembl_protein_id
4932.Q0060	CAA24062.1	Ensembl_protein_id
4932.Q0060	DNA endonuclease I-SceIII	UniProt_DE_AltName_Full
4932.Q0060	DNA endonuclease aI3	UniProt_DE_RecName_Full
4932.Q0060	ENS3	UniProt_GN_Synonyms
4932.Q0060	I-SCEIII	UniProt_GN_Synonyms
4932.Q0060	I-SceIII	SGD_SYNONYM
4932.Q0060	Intron-encoded DNA endonuclease aI3	KEGG_PRODUCT
4932.Q0060	Intron-encoded DNA endonuclease aI3	UniProt_DE_RecName_Full
4932.Q0060	Intron-encoded endonuclease I-SceIII	UniProt_DE_AltName_Full
4932.Q0060	L000000068	SGD_ID
4932.Q0060	L000004927	SGD_ID
4932.Q0060	NC_001224	Ensembl_RefSeq_short
4932.Q0060	NC_001224.1	Ensembl_RefSeq
4932.Q0060	NC_001224.1	UniProt_DR_RefSeq
4932.Q0060	NP_009308	Ensembl_RefSeq_short
4932.Q0060	NP_009308	KEGG_NCBI
4932.Q0060	NP_009308.2	Ensembl_RefSeq
4932.Q0060	NP_009308.2	UniProt_DR_RefSeq
4932.Q0060	P03877	Ensembl_UniProt
4932.Q0060	P03877	UniProt_AC
4932.Q0060	Q0060	Ensembl
4932.Q0060	Q0060	Ensembl_gene
4932.Q0060	Q0060	Ensembl_translation
4932.Q0060	Q0060	KEGG_KEGGID_SHORT
4932.Q0060	Q0060	SGD_PRIMARY
4932.Q0060	Q0060	UniProt_GN_OrderedLocusNames
4932.Q0060	Q0060_mRNA	Ensembl_transcript
4932.Q0060	Q35790	UniProt_AC
4932.Q0060	Q9ZZX3	UniProt_AC
4932.Q0060	S000007263	SGD_ID
4932.Q0060	S000007263	UniProt_DR_SGD
4932.Q0060	SCE3_YEAST	UniProt_ID
4932.Q0060	Truncated non-functional cytochrome oxidase 1	UniProt_DE_RecName_Full
4932.Q0060	U00801	Ensembl_EMBL
4932.Q0060	UPI00001787BE	Ensembl_UniParc
4932.Q0060	intron-encoded DNA endonuclease aI3	SGD_SYNONYM
4932.Q0060	sce:Q0060	KEGG_KEGGID
4932.Q0065	3.1.-.-	UniProt_DE_RecName_EC
4932.Q0065	4932.Q0065	Ensembl_STRING
4932.Q0065	854596	Ensembl_EntrezGene
4932.Q0065	854596	KEGG_GENEID
4932.Q0065	854596	UniProt_DR_GeneID
4932.Q0065	A0A0A7P354	UniProt_AC
4932.Q0065	AAB21126.1	Ensembl_protein_id
4932.Q0065	AI4	KEGG_NAME
4932.Q0065	AI4	SGD_NAME
4932.Q0065	AI4	UniProt_GN_Name
4932.Q0065	AIZ98883.1	Ensembl_protein_id
4932.Q0065	CAA24064.1	Ensembl_protein_id
4932.Q0065	CAA24070.1	Ensembl_protein_id
4932.Q0065	CAA24076.1	Ensembl_protein_id
4932.Q0065	DNA endonuclease I-SceII	UniProt_DE_AltName_Full
4932.Q0065	DNA endonuclease aI4	UniProt_DE_RecName_Full
4932.Q0065	ENS2	UniProt_GN_Synonyms
4932.Q0065	I-SCEII	UniProt_GN_Synonyms
4932.Q0065	I-SceII	SGD_SYNONYM
4932.Q0065	Intron-encoded DNA endonuclease aI4	KEGG_PRODUCT
4932.Q0065	Intron-encoded DNA endonuclease aI4	UniProt_DE_RecName_Full
4932.Q0065	Intron-encoded endonuclease I-SceII	UniProt_DE_AltName_Full
4932.Q0065	L000004885	SGD_ID
4932.Q0065	L000004928	SGD_ID
4932.Q0065	NC_001224	Ensembl_RefSeq_short
4932.Q0065	NC_001224.1	Ensembl_RefSeq
4932.Q0065	NC_001224.1	UniProt_DR_RefSeq
4932.Q0065	NP_009307	Ensembl_RefSeq_short
4932.Q0065	NP_009307	KEGG_NCBI
4932.Q0065	NP_009307.2	Ensembl_RefSeq
4932.Q0065	NP_009307.2	UniProt_DR_RefSeq
4932.Q0065	P03878	Ensembl_UniProt
4932.Q0065	P03878	UniProt_AC
4932.Q0065	Q0065	Ensembl
4932.Q0065	Q0065	Ensembl_gene
4932.Q0065	Q0065	Ensembl_translation
4932.Q0065	Q0065	KEGG_KEGGID_SHORT
4932.Q0065	Q0065	SGD_PRIMARY
4932.Q0065	Q0065	UniProt_GN_OrderedLocusNames
4932.Q0065	Q0065_mRNA	Ensembl_transcript
4932.Q0065	Q02339	UniProt_AC
4932.Q0065	Q35798	UniProt_AC
4932.Q0065	Q9ZZX2	UniProt_AC
4932.Q0065	S000007264	SGD_ID
4932.Q0065	S000007264	UniProt_DR_SGD
4932.Q0065	SCE2_YEAST	UniProt_ID
4932.Q0065	Truncated non-functional cytochrome oxidase 1	UniProt_DE_RecName_Full
4932.Q0065	UPI0000174BFB	Ensembl_UniParc
4932.Q0065	intron-encoded DNA endonuclease aI4	SGD_SYNONYM
4932.Q0065	sce:Q0065	KEGG_KEGGID
4932.Q0070	3.1.-.-	UniProt_DE_RecName_EC
4932.Q0070	4932.Q0070	Ensembl_STRING
4932.Q0070	854597	Ensembl_EntrezGene
4932.Q0070	854597	KEGG_GENEID
4932.Q0070	854597	UniProt_DR_GeneID
4932.Q0070	A0A0A7NYD1	UniProt_AC
4932.Q0070	AI5_ALPHA	KEGG_NAME
4932.Q0070	AI5_ALPHA	SGD_NAME
4932.Q0070	AI5_ALPHA	UniProt_GN_Name
4932.Q0070	AIZ98882.1	Ensembl_protein_id
4932.Q0070	DNA endonuclease I-SceIV	UniProt_DE_AltName_Full
4932.Q0070	DNA endonuclease aI5 alpha	UniProt_DE_RecName_Full
4932.Q0070	I-SCEIV	UniProt_GN_Synonyms
4932.Q0070	Intron-encoded DNA endonuclease aI5 alpha	KEGG_PRODUCT
4932.Q0070	Intron-encoded DNA endonuclease aI5 alpha	UniProt_DE_RecName_Full
4932.Q0070	Intron-encoded endonuclease I-SceIV	UniProt_DE_AltName_Full
4932.Q0070	L000004886	SGD_ID
4932.Q0070	L000004929	SGD_ID
4932.Q0070	NC_001224	Ensembl_RefSeq_short
4932.Q0070	NC_001224.1	Ensembl_RefSeq
4932.Q0070	NC_001224.1	UniProt_DR_RefSeq
4932.Q0070	NP_009306	Ensembl_RefSeq_short
4932.Q0070	NP_009306	KEGG_NCBI
4932.Q0070	NP_009306.1	Ensembl_RefSeq
4932.Q0070	NP_009306.1	UniProt_DR_RefSeq
4932.Q0070	Q0070	Ensembl
4932.Q0070	Q0070	Ensembl_gene
4932.Q0070	Q0070	Ensembl_translation
4932.Q0070	Q0070	KEGG_KEGGID_SHORT
4932.Q0070	Q0070	SGD_PRIMARY
4932.Q0070	Q0070	UniProt_GN_OrderedLocusNames
4932.Q0070	Q0070_mRNA	Ensembl_transcript
4932.Q0070	Q8W770	UniProt_AC
4932.Q0070	Q9ZZX1	Ensembl_UniProt
4932.Q0070	Q9ZZX1	UniProt_AC
4932.Q0070	S000007265	SGD_ID
4932.Q0070	S000007265	UniProt_DR_SGD
4932.Q0070	SCE4_YEAST	UniProt_ID
4932.Q0070	Truncated non-functional cytochrome oxidase 1	UniProt_DE_RecName_Full
4932.Q0070	UPI0000091C05	Ensembl_UniParc
4932.Q0070	intron-encoded DNA endonuclease aI5 alpha	SGD_SYNONYM
4932.Q0070	sce:Q0070	KEGG_KEGGID
4932.Q0075	3.1.-.-	UniProt_DE_RecName_EC
4932.Q0075	4932.Q0075	Ensembl_STRING
4932.Q0075	854599	Ensembl_EntrezGene
4932.Q0075	854599	KEGG_GENEID
4932.Q0075	854599	UniProt_DR_GeneID
4932.Q0075	A0A0A7NYD5	UniProt_AC
4932.Q0075	AI5B_YEAST	UniProt_ID
4932.Q0075	AI5_BETA	KEGG_NAME
4932.Q0075	AI5_BETA	SGD_NAME
4932.Q0075	AI5_BETA	UniProt_GN_Name
4932.Q0075	AIZ98887.1	Ensembl_protein_id
4932.Q0075	Intron-encoded DNA endonuclease aI5 beta	KEGG_PRODUCT
4932.Q0075	Intron-encoded DNA endonuclease aI5 beta	UniProt_DE_RecName_Full
4932.Q0075	L000004887	SGD_ID
4932.Q0075	L000004930	SGD_ID
4932.Q0075	NC_001224	Ensembl_RefSeq_short
4932.Q0075	NC_001224.1	Ensembl_RefSeq
4932.Q0075	NC_001224.1	UniProt_DR_RefSeq
4932.Q0075	NP_009311	Ensembl_RefSeq_short
4932.Q0075	NP_009311	KEGG_NCBI
4932.Q0075	NP_009311.2	Ensembl_RefSeq
4932.Q0075	NP_009311.2	UniProt_DR_RefSeq
4932.Q0075	Q0075	Ensembl
4932.Q0075	Q0075	Ensembl_gene
4932.Q0075	Q0075	Ensembl_translation
4932.Q0075	Q0075	KEGG_KEGGID_SHORT
4932.Q0075	Q0075	SGD_PRIMARY
4932.Q0075	Q0075	UniProt_GN_OrderedLocusNames
4932.Q0075	Q0075_mRNA	Ensembl_transcript
4932.Q0075	Q9ZZX0	Ensembl_UniProt
4932.Q0075	Q9ZZX0	UniProt_AC
4932.Q0075	S000007266	SGD_ID
4932.Q0075	S000007266	UniProt_DR_SGD
4932.Q0075	UPI000008BB0C	Ensembl_UniParc
4932.Q0075	intron-encoded DNA endonuclease aI5 beta	SGD_SYNONYM
4932.Q0075	sce:Q0075	KEGG_KEGGID
4932.Q0080	24573117	Ensembl_EntrezGene
4932.Q0080	24573117	UniProt_DR_GeneID
4932.Q0080	4932.Q0080	Ensembl_STRING
4932.Q0080	6B2Z	Ensembl_PDB
4932.Q0080	6B2Z	UniProt_DR_PDB
4932.Q0080	6B8H	Ensembl_PDB
4932.Q0080	6B8H	UniProt_DR_PDB
4932.Q0080	6CP3	UniProt_DR_PDB
4932.Q0080	6CP5	UniProt_DR_PDB
4932.Q0080	6CP6	UniProt_DR_PDB
4932.Q0080	6CP7	UniProt_DR_PDB
4932.Q0080	854600	KEGG_GENEID
4932.Q0080	854600	UniProt_DR_GeneID
4932.Q0080	A0A0A7P362	UniProt_AC
4932.Q0080	A6L	UniProt_DE_AltName_Full
4932.Q0080	AAP1	Ensembl_external_synonym_EntrezGene
4932.Q0080	AAP1	KEGG_NAME_SYNONYM
4932.Q0080	AAP1	SGD_SYNONYM
4932.Q0080	AAP1	UniProt_GN_Synonyms
4932.Q0080	AIZ98888.1	Ensembl_protein_id
4932.Q0080	ATP synthase protein 8	UniProt_DE_RecName_Full
4932.Q0080	ATP-associated protein 1	UniProt_DE_AltName_Full
4932.Q0080	ATP8	Ensembl_EntrezGene
4932.Q0080	ATP8	KEGG_NAME
4932.Q0080	ATP8	SGD_NAME
4932.Q0080	ATP8	UniProt_GN_Name
4932.Q0080	ATP8_YEAST	UniProt_ID
4932.Q0080	CAA25423.1	Ensembl_protein_id
4932.Q0080	CAA25473.1	Ensembl_protein_id
4932.Q0080	F-ATPase subunit 8	UniProt_DE_AltName_Full
4932.Q0080	F-type H+-transporting ATPase subunit 8	KEGG_PRODUCT
4932.Q0080	F1F0 ATP synthase subunit 8	KEGG_PRODUCT
4932.Q0080	F1F0 ATP synthase subunit 8	SGD_SYNONYM
4932.Q0080	L000002723	SGD_ID
4932.Q0080	L000002797	SGD_ID
4932.Q0080	L000004931	SGD_ID
4932.Q0080	NC_001224	Ensembl_RefSeq_short
4932.Q0080	NC_001224.1	Ensembl_RefSeq
4932.Q0080	NC_001224.1	UniProt_DR_RefSeq
4932.Q0080	NC_027264	Ensembl_RefSeq_short
4932.Q0080	NC_027264.1	Ensembl_RefSeq
4932.Q0080	NC_027264.1	UniProt_DR_RefSeq
4932.Q0080	NP_009312	Ensembl_RefSeq_short
4932.Q0080	NP_009312	KEGG_NCBI
4932.Q0080	NP_009312.1	Ensembl_RefSeq
4932.Q0080	NP_009312.1	UniProt_DR_RefSeq
4932.Q0080	P00856	Ensembl_UniProt
4932.Q0080	P00856	UniProt_AC
4932.Q0080	Q0080	Ensembl
4932.Q0080	Q0080	Ensembl_gene
4932.Q0080	Q0080	Ensembl_translation
4932.Q0080	Q0080	KEGG_KEGGID_SHORT
4932.Q0080	Q0080	SGD_PRIMARY
4932.Q0080	Q0080	UniProt_GN_OrderedLocusNames
4932.Q0080	Q0080_mRNA	Ensembl_transcript
4932.Q0080	S000007267	SGD_ID
4932.Q0080	S000007267	UniProt_DR_SGD
4932.Q0080	UPI0000000277	Ensembl_UniParc
4932.Q0080	YP_009144707	Ensembl_RefSeq_short
4932.Q0080	YP_009144707.1	Ensembl_RefSeq
4932.Q0080	YP_009144707.1	UniProt_DR_RefSeq
4932.Q0080	sce:Q0080	KEGG_KEGGID
4932.Q0085	4932.Q0085	Ensembl_STRING
4932.Q0085	6B2Z	Ensembl_PDB
4932.Q0085	6B2Z	UniProt_DR_PDB
4932.Q0085	6B8H	Ensembl_PDB
4932.Q0085	6B8H	UniProt_DR_PDB
4932.Q0085	6CP3	UniProt_DR_PDB
4932.Q0085	6CP5	UniProt_DR_PDB
4932.Q0085	6CP6	UniProt_DR_PDB
4932.Q0085	6CP7	UniProt_DR_PDB
4932.Q0085	854601	KEGG_GENEID
4932.Q0085	854601	UniProt_DR_GeneID
4932.Q0085	A0A0A7P052	UniProt_AC
4932.Q0085	AAA32145.2	Ensembl_protein_id
4932.Q0085	AIZ98889.1	Ensembl_protein_id
4932.Q0085	ATP synthase subunit a	UniProt_DE_RecName_Full
4932.Q0085	ATP6	Ensembl_EntrezGene
4932.Q0085	ATP6	KEGG_NAME
4932.Q0085	ATP6	SGD_NAME
4932.Q0085	ATP6	UniProt_GN_Name
4932.Q0085	ATP6_YEAST	UniProt_ID
4932.Q0085	CAA24054.1	Ensembl_protein_id
4932.Q0085	CAA28727.1	Ensembl_protein_id
4932.Q0085	F-ATPase protein 6	UniProt_DE_AltName_Full
4932.Q0085	F-type H+-transporting ATPase subunit a	KEGG_PRODUCT
4932.Q0085	F1F0 ATP synthase subunit A	KEGG_PRODUCT
4932.Q0085	F1F0 ATP synthase subunit a	SGD_SYNONYM
4932.Q0085	L000001299	SGD_ID
4932.Q0085	L000001300	SGD_ID
4932.Q0085	L000001418	SGD_ID
4932.Q0085	L000002722	SGD_ID
4932.Q0085	L000004932	SGD_ID
4932.Q0085	NC_001224	Ensembl_RefSeq_short
4932.Q0085	NC_001224.1	Ensembl_RefSeq
4932.Q0085	NC_001224.1	UniProt_DR_RefSeq
4932.Q0085	NP_009313	Ensembl_RefSeq_short
4932.Q0085	NP_009313	KEGG_NCBI
4932.Q0085	NP_009313.1	Ensembl_RefSeq
4932.Q0085	NP_009313.1	UniProt_DR_RefSeq
4932.Q0085	OLI2	Ensembl_external_synonym_EntrezGene
4932.Q0085	OLI2	KEGG_NAME_SYNONYM
4932.Q0085	OLI2	SGD_SYNONYM
4932.Q0085	OLI2	UniProt_GN_Synonyms
4932.Q0085	OLI4	Ensembl_external_synonym_EntrezGene
4932.Q0085	OLI4	KEGG_NAME_SYNONYM
4932.Q0085	OLI4	SGD_SYNONYM
4932.Q0085	OLI4	UniProt_GN_Synonyms
4932.Q0085	P00854	Ensembl_UniProt
4932.Q0085	P00854	UniProt_AC
4932.Q0085	PHO1	Ensembl_external_synonym_EntrezGene
4932.Q0085	PHO1	KEGG_NAME_SYNONYM
4932.Q0085	PHO1	SGD_SYNONYM
4932.Q0085	PHO1	UniProt_GN_Synonyms
4932.Q0085	Q0085	Ensembl
4932.Q0085	Q0085	Ensembl_gene
4932.Q0085	Q0085	Ensembl_translation
4932.Q0085	Q0085	KEGG_KEGGID_SHORT
4932.Q0085	Q0085	SGD_PRIMARY
4932.Q0085	Q0085	UniProt_GN_OrderedLocusNames
4932.Q0085	Q0085_mRNA	Ensembl_transcript
4932.Q0085	Q95A27	UniProt_AC
4932.Q0085	S000007268	SGD_ID
4932.Q0085	S000007268	UniProt_DR_SGD
4932.Q0085	UPI0000126351	Ensembl_UniParc
4932.Q0085	sce:Q0085	KEGG_KEGGID
4932.Q0092	4932.Q0092	Ensembl_STRING
4932.Q0092	AAA32161.2	Ensembl_protein_id
4932.Q0092	KP263414	Ensembl_EMBL
4932.Q0092	L000004933	SGD_ID
4932.Q0092	ORF5	SGD_SYNONYM
4932.Q0092	ORF5	UniProt_GN_ORFNames
4932.Q0092	ORI5	UniProt_GN_ORFNames
4932.Q0092	Q0092	Ensembl
4932.Q0092	Q0092	Ensembl_gene
4932.Q0092	Q0092	Ensembl_translation
4932.Q0092	Q0092	SGD_PRIMARY
4932.Q0092	Q0092	UniProt_GN_OrderedLocusNames
4932.Q0092	Q0092_YEAST	UniProt_ID
4932.Q0092	Q0092_mRNA	Ensembl_transcript
4932.Q0092	Q35811	Ensembl_UniProt
4932.Q0092	Q35811	UniProt_AC
4932.Q0092	S000007269	SGD_ID
4932.Q0092	S000007269	UniProt_DR_SGD
4932.Q0092	UPI000008D344	Ensembl_UniParc
4932.Q0105	1EZV	Ensembl_PDB
4932.Q0105	1EZV	UniProt_DR_PDB
4932.Q0105	1KB9	Ensembl_PDB
4932.Q0105	1KB9	UniProt_DR_PDB
4932.Q0105	1KYO	Ensembl_PDB
4932.Q0105	1KYO	UniProt_DR_PDB
4932.Q0105	1P84	Ensembl_PDB
4932.Q0105	1P84	UniProt_DR_PDB
4932.Q0105	2IBZ	Ensembl_PDB
4932.Q0105	2IBZ	UniProt_DR_PDB
4932.Q0105	3CX5	Ensembl_PDB
4932.Q0105	3CX5	UniProt_DR_PDB
4932.Q0105	3CXH	Ensembl_PDB
4932.Q0105	3CXH	UniProt_DR_PDB
4932.Q0105	4932.Q0105	Ensembl_STRING
4932.Q0105	4PD4	Ensembl_PDB
4932.Q0105	4PD4	UniProt_DR_PDB
4932.Q0105	6GIQ	UniProt_DR_PDB
4932.Q0105	6HU9	UniProt_DR_PDB
4932.Q0105	7.1.1.8	UniProt_DE_RecName_EC
4932.Q0105	854583	KEGG_GENEID
4932.Q0105	854583	UniProt_DR_GeneID
4932.Q0105	A0A0A7NYK0	UniProt_AC
4932.Q0105	AAA32151.2	Ensembl_protein_id
4932.Q0105	AAA32152.2	Ensembl_protein_id
4932.Q0105	AIZ98890.1	Ensembl_protein_id
4932.Q0105	CAA24073.2	Ensembl_protein_id
4932.Q0105	COB	Ensembl_EntrezGene
4932.Q0105	COB	KEGG_NAME
4932.Q0105	COB	SGD_NAME
4932.Q0105	COB	UniProt_GN_Name
4932.Q0105	COB1	Ensembl_external_synonym_EntrezGene
4932.Q0105	COB1	KEGG_NAME_SYNONYM
4932.Q0105	COB1	SGD_SYNONYM
4932.Q0105	CYB_YEAST	UniProt_ID
